日期,时间,纬度,经度,深度,震级,位置,Year
2003-08-04,12:37:18,-60.6,-43.4,10,7.5,大西洋,2003
2003-07-21,23:16:32,26,101.2,15,6.2,云南大姚,2003
2003-07-18,04:10:42,18.4,119.2,0,5.1,中国南海,2003
2003-07-16,04:27:47,-3.1,67.3,33,7.7,卡尔斯伯格海岭,2003
2003-07-07,14:55:45,34.6,89.5,33,6.1,西藏青海交界,2003
2003-06-23,20:12:39,51.5,176.4,33,7,拉特群岛,2003
2003-06-20,21:30:41,-30.4,-72,33,7,中智利海岸,2003
2003-06-17,02:33:35,23.7,121.6,0,5.1,台湾以东海中,2003
2003-06-10,16:40:31,23.6,121.6,15,6,台湾花莲以东海域,2003
2003-06-10,11:23:17,40.5,111.4,10,4.1,内蒙古托克托,2003
2003-06-09,09:52:52,24.6,121.8,33,5.8,台湾宜兰、苏澳间,2003
2003-06-05,00:28:41,39.5,77.6,33,5.2,新疆伽师,2003
2003-05-27,03:23:28,2.6,129.3,33,7,哈马黑拉岛以北地区,2003
2003-05-26,17:24:26,38.7,141.9,33,7,日本本州近海,2003
2003-05-25,03:32:36,32.7,92.4,33,5,西藏青海交界,2003
2003-05-21,02:34:33,32.8,93.1,0,5,青海省杂多县,2003
2003-05-15,09:17:40,25.1,122.4,0,5,东海,2003
2003-05-04,23:44:36,39.4,77.3,15,5.8,新疆巴楚伽师间,2003
2003-04-24,06:37:31,33.1,108.4,0,4.5,陕西石泉县,2003
2003-04-17,08:48:41,37.5,96.8,15,6.6,青海德令哈,2003
2003-03-31,07:15:45,39.6,77.5,10,5.2,新疆巴楚伽师间,2003
2003-03-23,04:38:42,34.9,124.5,0,4.8,黄海,2003
2003-03-18,00:36:11,51.6,177.9,33,7.2,拉特群岛,2003
2003-03-16,06:59:25,39.5,77.4,0,5,新疆伽师巴楚间,2003
2003-03-12,12:47:51,39.5,77.4,15,5.9,新疆巴楚伽师间,2003
2003-02-25,11:52:44,39.5,77.3,33,5.5,新疆伽师,2003
2003-02-25,05:18:45,39.6,77.2,33,5,新疆伽师,2003
2003-02-24,10:03:45,39.5,77.2,33,6.8,新疆伽师,2003
2003-02-14,01:34:17,43.9,85.7,0,5.4,新疆石河子,2003
2003-02-11,18:36:22,32.6,93.8,33,5.1,青海西藏交界,2003
2003-01-22,10:06:45,18.8,-103.9,33,7.5,墨西哥哈利斯科州近海,2003
2003-01-20,16:43:13,-9.8,160.6,0,7.5,所罗门群岛,2003
2003-01-17,06:15:33,32.8,90.2,0,5,西藏班戈,2003
2003-01-04,19:07:15,39.5,77,0,5.4,新疆伽师,2003
2002-12-25,20:57:10,39.6,75.4,10,5.7,新疆喀什,2002
2002-12-21,14:09:11,21.4,121.8,33,5,巴士海峡,2002
2002-12-14,21:27:27,39.8,97.3,0,5.9,甘省玉门市,2002
2002-11-21,05:32:31,35.4,74.5,33,6.5,巴基斯坦,2002
2002-11-17,12:53:51,47.4,145.6,413,7,鄂霍次克海,2002
2002-11-04,06:12:40,63.3,-148.2,0,7.8,美国阿拉斯加,2002
2002-11-02,09:26:13,3.1,96.1,33,7.8,印尼苏门答腊北部海中,2002
2002-10-27,04:28:48,35.2,96.1,15,5.4,青海省都兰县与曲玛莱县交界,2002
2002-10-23,19:27:18,63.4,148.3,0,7.2,美国阿拉斯加,2002
2002-10-20,23:46:13,44.9,117,0,4.8,内蒙古西乌珠穆沁旗,2002
2002-10-10,18:50:22,-1.6,134.4,0,7.5,印尼伊里安地区,2002
2002-09-30,16:35:11,23.5,120.5,0,5.1,台湾嘉义,2002
2002-09-28,01:14:37,33.4,93.7,0,5.2,青海省杂多县,2002
2002-09-25,06:43:24,22.9,120.9,0,5,台湾台东县,2002
2002-09-16,08:03:27,25,122.4,160,5.5,宜兰以东海中,2002
2002-09-15,16:39:31,44.7,130.3,540,5.6,黑龙江穆棱,2002
2002-09-15,09:06:51,24,122.4,15,5,台湾以东海中,2002
2002-09-09,02:44:28,-3.1,143.3,33,7.5,新几内亚近海,2002
2002-09-06,19:01:59,23.8,120.7,33,5,台湾南投,2002
2002-09-03,01:52:52,37.9,112.8,0,4.7,山西省寿阳县,2002
2002-09-01,15:07:32,24,122.6,33,5.5,台湾花莲以东海中,2002
2002-09-01,13:56:19,24.1,122.3,0,5.6,台湾以东海中,2002
2002-08-30,04:05:51,24.8,121.8,96,5,台湾宜兰,2002
2002-08-29,01:05:29,22.1,121.3,0,5.4,台湾兰屿地区,2002
2002-08-19,19:08:08,-24.2,-179.9,540,7,斐济,2002
2002-08-19,19:01:00,-21.9,-178.3,540,7.5,斐济,2002
2002-08-10,17:03:16,24.3,121.7,0,5,台湾花莲,2002
2002-08-08,19:42:01,30.9,100,0,5.3,四川新龙县,2002
2002-08-03,15:57:41,40.5,115.6,0,4,河北怀来,2002
2002-07-18,18:13:21,27.6,126.5,10,5.3,中国东海,2002
2002-07-11,15:36:19,24,122.3,10,5.9,台湾花莲以东海中,2002
2002-06-29,14:54:36,34.1,94,0,5.9,青海省治多县,2002
2002-06-29,01:19:31,43.5,130.6,540,7.2,吉林汪清,2002
2002-06-27,13:50:37,-7.3,103.8,33,7.4,苏门答腊西南以远地区,2002
2002-06-14,04:40:26,24.9,122.1,0,5.4,台湾宜兰东北海中,2002
2002-06-04,22:36:03,30.4,81.3,33,5.7,西藏普兰,2002
2002-05-29,00:45:17,24.1,122.2,0,6.2,台湾花莲以东海中,2002
2002-05-15,11:46:01,24.5,122.1,0,6.5,台湾苏澳以东海中,2002
2002-05-13,09:52:05,25.3,103.1,0,4.9,云南嵩明,2002
2002-04-28,21:23:48,24.2,122.8,33,5.1,台湾以东海中,2002
2002-04-27,00:06:01,13.4,144.6,0,7.1,马里亚纳群岛,2002
2002-04-22,03:34:35,37.4,114.6,10,4.8,河北隆尧县,2002
2002-04-04,02:06:07,24.3,121.9,0,5.4,台湾苏澳与花莲间,2002
2002-03-31,14:52:49,24.4,122.1,0,7.5,台湾以东海中,2002
2002-03-26,11:45:41,23.4,124.3,0,7,琉球群岛西南,2002
2002-03-06,05:16:15,6.8,124.5,33,7.1,菲律宾,2002
2002-03-03,20:08:01,36.4,69.8,160,7.1,阿富汗,2002
2002-02-12,11:27:24,23.9,121.5,10,5.7,台湾花莲东北,2002
2002-01-09,01:00:38,24.4,120.8,0,5.1,台湾苗栗县,2002
2002-01-03,01:22:51,-17.6,168,33,7.6,新赫布里底群岛,2002
2001-12-28,08:41:42,24.4,122.6,10,5.5,台湾花莲以东海中,2001
2001-12-24,06:52:54,-9.2,160,33,7,所罗门群岛,2001
2001-12-23,05:40:27,24.2,122.8,0,5.2,台湾地区,2001
2001-12-18,12:02:58,23.9,123,33,7.5,琉球群岛西南海中,2001
2001-12-12,22:02:32,-42.8,125,10,7.1,澳大利亚以南海中,2001
2001-12-08,12:12:51,36,93.3,10,5.4,青海格尔木,2001
2001-11-30,18:43:12,36.1,90.9,0,5.1,新疆青海交界,2001
2001-11-20,01:45:22,35.8,93.8,0,5.6,青海格尔木,2001
2001-11-19,05:59:53,35.9,94,10,5.7,青海格尔木,2001
2001-11-15,07:05:29,35.6,94.7,10,5.3,青海格尔木,2001
2001-11-14,17:26:13,36.2,90.9,15,8.1,新疆青海交界（新疆境内若羌）,2001
2001-10-31,17:10:07,-6.4,151.2,0,7,巴布亚新几内亚,2001
2001-10-27,13:35:38,26.2,100.6,10,6,云南省永胜,2001
2001-10-19,11:28:39,-4,123.9,33,7.1,班达海,2001
2001-10-12,23:02:23,13.5,144.6,33,7.2,马里亚纳群岛,2001
2001-10-09,02:14:23,52.8,160.2,33,7,堪察加东海岸近海,2001
2001-09-18,06:44:42,23.1,120.6,0,5.2,台湾台南,2001
2001-09-11,16:38:59,24.5,121.8,10,5.1,台湾苏澳,2001
2001-09-04,12:05:54,23.6,100.6,10,5,云南省景谷,2001
2001-08-21,14:52:06,-34.8,-179.8,0,7,新西兰东北海中,2001
2001-08-07,11:53:43,21.5,121.1,0,5.4,台湾南部海中,2001
2001-08-03,07:41:11,55.1,161.9,0,7,堪察加,2001
2001-07-26,00:02:53,33.3,95.9,10,5.7,青海治多杂多交界,2001
2001-07-17,19:32:52,35.5,99.7,10,5,青海兴海,2001
2001-07-15,02:36:05,24.3,102.6,0,5.1,云南江川,2001
2001-07-11,05:41:06,39.2,98,0,5.3,甘肃肃南裕固族自治县,2001
2001-07-10,07:51:32,24.9,101.4,0,5.3,云南楚雄,2001
2001-07-07,17:38:47,-17.1,-72.5,33,7.2,秘鲁海岸近海,2001
2001-06-26,12:18:31,-17.6,-71.4,15,7,秘鲁智利交界沿海,2001
2001-06-24,04:33:16,-16,-73.7,0,7.9,秘鲁,2001
2001-06-23,10:48:33,29.5,105.5,0,4.9,重庆市荣昌,2001
2001-06-19,13:43:35,23.3,121.1,10,5.4,台湾台南嘉义以东,2001
2001-06-19,13:16:18,23.3,121,10,5.5,台湾台南嘉义以东,2001
2001-06-14,10:35:24,24.4,122.1,33,6.4,台湾苏澳以东海中,2001
2001-06-13,21:17:57,24.7,122.1,33,5.5,台湾苏澳东北海中,2001
2001-06-08,02:03:28,24.8,99.1,10,5.3,云南施甸,2001
2001-06-05,22:56:40,41.3,107.8,0,4.8,内蒙古五原,2001
2001-06-03,10:42:08,-27.3,-179.7,160,7,克马德克群岛,2001
2001-05-25,08:40:49,44,147.9,0,7,千岛群岛,2001
2001-05-24,05:10:38,27.6,100.9,0,5.8,四川盐源,2001
2001-05-21,23:35:10,36.8,106.3,0,4.7,宁夏同心,2001
2001-04-28,18:37:53,28.8,87,0,5.2,西藏定日,2001
2001-04-27,10:02:33,23.7,121.1,10,5.1,台湾南投,2001
2001-04-12,18:46:57,24.7,98.9,0,5.9,云南施甸,2001
2001-04-10,11:13:04,24.5,99.1,0,5.2,云南施甸,2001
2001-03-24,07:23:01,42.7,84.7,0,5.1,新疆和静,2001
2001-03-12,16:57:50,22.3,99.8,0,5,云南澜沧,2001
2001-03-05,23:50:02,34.2,86.5,10,6.4,西藏玛尼,2001
2001-03-02,00:37:47,24,121,0,5.6,台湾南投,2001
2001-03-01,02:54:30,47.2,-122.5,33,7,美国华盛顿州,2001
2001-02-24,15:23:45,1.9,126.5,0,7.1,印度尼西亚,2001
2001-02-23,08:09:20,29.4,101.1,15,6,四川雅江,2001
2001-02-14,15:27:29,29.6,101.1,15,5,四川雅江,2001
2001-02-14,03:28:15,-6.1,102.1,0,7.4,印尼苏门答腊,2001
2001-01-26,11:16:36,23.2,70,0,7.8,印度,2001
2001-01-16,21:24:41,-5.7,101.1,0,7.2,印度尼西亚,2001
2001-01-14,01:33:31,13.2,-88.7,33,8,萨尔瓦多,2001
2001-01-11,16:36:51,24,121.1,15,5.1,台湾南投,2001
2001-01-11,00:02:37,57,-153,0,7.4,阿拉斯加湾,2001
2001-01-01,14:56:56,7,127.4,0,7,菲律宾,2001
2000-12-30,02:03:30,24.7,121.6,10,5.1,台湾宜兰,2000
2000-12-13,04:32:52,24.2,122.5,0,5.3,台湾地区,2000
2000-12-11,03:30:42,23.2,120.1,10,5.3,台湾台南,2000
2000-12-07,01:11:02,39.3,54.6,0,7.4,土库曼斯坦,2000
2000-11-29,19:00:34,24.2,121.4,10,5,台湾花莲,2000
2000-11-26,10:01:47,36.1,90.6,0,5.1,昆仑山,2000
2000-11-18,05:01:51,-4.1,153.2,0,7.3,新爱尔兰地区,2000
2000-11-16,15:42:15,-3.8,153.9,0,7.8,所罗门群岛,2000
2000-11-16,12:54:43,-4.1,154,0,7.7,所罗门群岛,2000
2000-11-09,06:46:55,34.1,90.8,15,5.2,青海格尔木,2000
2000-10-31,13:20:53,32.6,91.6,10,5.5,西藏安多县,2000
2000-10-31,07:17:17,32.8,92.4,0,5.4,唐古拉山口,2000
2000-10-29,04:03:13,32.5,91.9,0,5.3,西藏安多县,2000
2000-10-25,17:32:24,-5.8,104.8,10,7,巽他海峡,2000
2000-10-20,17:12:34,35.3,99.5,0,5,青海兴海,2000
2000-10-09,15:03:36,30.6,98.1,0,5.1,西藏察雅县,2000
2000-10-08,14:14:57,30.6,88.2,0,5,西藏申扎,2000
2000-10-06,12:30:16,35.4,133.7,0,7.3,日本,2000
2000-09-21,03:21:15,35.4,99.7,0,5,青海兴海,2000
2000-09-17,07:04:11,24,122.1,0,5.1,台湾花莲以东海中,2000
2000-09-13,23:11:18,34.2,95.3,15,5,青海曲麻莱,2000
2000-09-12,09:55:08,35.4,99.8,10,5.3,青海兴海,2000
2000-09-12,09:19:18,35.5,99.5,10,5.2,青海兴海,2000
2000-09-12,08:27:53,35.3,99.3,10,6.6,青海兴海-玛多间,2000
2000-09-10,16:54:47,24.4,121.1,0,6.3,台湾苗栗,2000
2000-09-01,17:24:41,24.3,121.1,0,5,台湾苗栗县,2000
2000-08-23,08:49:16,23.7,121.5,0,5.2,台湾花莲,2000
2000-08-21,21:25:39,25.8,102.2,0,5.1,云南省武定县,2000
2000-08-20,18:48:16,23.4,120.7,0,5.1,台湾嘉义,2000
2000-08-09,01:01:03,18.2,-102.7,0,7,墨西哥,2000
2000-08-06,15:27:09,28.7,139.8,350,7,日本本州以南海中,2000
2000-08-05,05:12:58,48.6,142.8,0,7.6,萨哈林岛,2000
2000-07-30,20:25:40,33.8,140,0,7,日本以东海中,2000
2000-07-29,04:28:09,23.7,120.7,0,6.2,台湾南投嘉义间,2000
2000-07-19,12:46:35,24.2,121.6,0,5,台湾省花莲县,2000
2000-07-17,14:50:34,24.1,121.9,0,5.1,台湾花莲东北海中,2000
2000-07-15,07:04:34,24.1,121.6,0,5.3,台湾花莲,2000
2000-07-14,08:07:29,24.1,121.8,0,6,台湾花莲东北海中,2000
2000-07-14,06:01:08,24.1,121.9,0,5.3,台湾花莲东北海中,2000
2000-07-10,12:25:12,32.9,92.3,0,5.6,唐古拉山,2000
2000-06-21,08:51:47,63.6,-20.5,0,7,冰岛地区,2000
2000-06-20,05:56:24,24.1,120.8,10,5.1,台湾台中南投间,2000
2000-06-18,22:44:09,-13.8,97.3,0,7.8,印度洋,2000
2000-06-17,23:40:41,63.1,-21.7,10,7,冰岛地区,2000
2000-06-11,02:23:24,23.8,121.1,0,6.8,台湾南投,2000
2000-06-08,07:45:26,-3.8,102,0,7,印尼苏门答腊南部,2000
2000-06-08,05:46:49,27,96.8,33,7,缅甸,2000
2000-06-06,18:59:09,37.1,104,0,5.9,甘肃省景泰县,2000
2000-06-05,00:28:25,-4.7,102.2,33,7.8,苏门答腊南部,2000
2000-05-18,23:18:57,24.3,121,15,5.3,台湾台中,2000
2000-05-17,11:25:46,24,121.1,15,6.1,台湾南投,2000
2000-05-04,12:21:11,-1.5,124.3,33,7.4,印度尼西亚,2000
2000-04-29,11:54:48,33.3,111.8,0,4.7,河南内乡,2000
2000-04-15,17:32:28,32.9,95.4,0,5.3,青海杂多,2000
2000-03-28,19:00:21,22.3,143.5,96,7.4,硫黄列岛,2000
2000-03-27,04:41:18,39.6,76.9,0,5.1,新疆伽师,2000
2000-03-16,21:10:54,23.5,120.8,0,5.2,台湾嘉义,2000
2000-02-25,09:43:54,-19,174.5,0,7,斐济,2000
2000-02-16,05:33:17,23.4,120.5,0,5.6,台湾嘉义,2000
2000-02-12,23:34:39,34.3,91.1,0,5,唐古拉山,2000
2000-02-12,08:04:16,33.8,90.8,0,5.4,唐古拉山,2000
2000-01-31,15:26:01,38.3,89,15,5.7,新疆若羌,2000
2000-01-30,14:35:03,29.6,92.2,0,5,西藏墨竹工卡,2000
2000-01-28,22:21:01,43.1,146.7,0,7,千岛群岛,2000
2000-01-27,05:37:55,31.2,95.5,0,5.4,西藏丁青县,2000
2000-01-27,04:55:13,24.2,103.6,0,5.5,云南弥勒北丘间,2000
2000-01-26,00:43:17,27.8,92.5,0,5,西藏错那,2000
2000-01-15,07:37:02,25.5,101.1,0,6.5,云南姚安,2000
2000-01-15,06:09:01,25.6,101.1,0,5.9,云南姚安,2000
2000-01-12,07:43:56,40.5,123.1,0,5.1,辽宁岫岩海城间,2000
2000-01-09,00:47:03,-15.1,-173.7,0,7,汤加,2000
2000-01-05,17:45:18,32.4,92.7,0,5.2,西藏聂荣,2000
1999-12-29,21:29:02,-11.4,167.9,0,7,所罗门群岛,1999
1999-12-12,02:03:32,15.3,120.1,33,7.1,菲?舯?,1999
1999-12-07,07:12:30,57.4,-154.2,33,7.1,阿拉斯加,1999
1999-11-30,16:24:52,31.4,104.4,0,5,四川安县,1999
1999-11-30,14:07:02,40.3,123.2,0,4.5,辽宁岫岩,1999
1999-11-30,13:58:22,40.4,123.2,0,4.6,辽宁岫岩,1999
1999-11-29,16:16:50,40.2,123.1,0,4.6,辽宁岫岩,1999
1999-11-29,12:45:50,40.5,123,10,4.7,岫岩,1999
1999-11-29,12:10:39,40.4,123.2,0,5.4,辽宁岫岩,1999
1999-11-26,21:21:10,-16.5,168.1,15,7.3,新赫布里底群岛,1999
1999-11-26,18:12:31,23.9,122.6,0,5,台湾花莲以东海中,1999
1999-11-26,04:51:15,34.6,99.9,0,5,青海玛沁,1999
1999-11-25,00:40:16,24.5,102.8,15,5.2,云南澄江,1999
1999-11-17,15:35:06,23.8,120.7,15,5.5,台湾南投,1999
1999-11-13,00:57:19,40.8,31.3,0,7.5,土耳其,1999
1999-11-01,21:25:15,39.8,113.9,0,5.6,山西大同,1999
1999-10-30,16:27:51,24.1,121.3,15,5.2,台湾南投,1999
1999-10-24,01:08:03,23.9,120.3,15,5,台湾嘉义,1999
1999-10-22,10:18:55,23.6,120.4,15,6.4,台湾嘉义,1999
1999-10-21,11:34:17,24.1,122.3,0,5.1,台湾花莲,1999
1999-10-19,00:00:42,24.1,121,15,5.3,台湾南投,1999
1999-10-18,23:31:31,24.1,121,15,5.1,台湾南投,1999
1999-10-16,17:46:48,34.5,-116.3,0,7.4,美国南加州,1999
1999-10-15,13:42:33,-2.4,88.4,0,7.2,印度洋,1999
1999-10-13,09:39:46,23.9,121.2,15,5.4,台湾南投,1999
1999-10-05,20:18:15,23.9,121.1,15,5,台湾南投,1999
1999-10-03,01:14:18,24,122.1,15,5.1,台湾花莲,1999
1999-10-02,01:53:00,23.5,121.6,0,6.6,台湾花莲,1999
1999-10-01,20:54:08,23.6,120.9,15,5.5,台湾南投,1999
1999-10-01,00:31:15,16.1,-98.3,33,7.6,墨西哥,1999
1999-09-28,13:53:49,24.1,120.7,0,5.3,台湾南投,1999
1999-09-28,02:10:01,23.6,121,0,5,台湾南投,1999
1999-09-27,19:55:05,23.6,121.1,0,5.2,台湾南投,1999
1999-09-27,19:49:10,34.6,101.4,0,5.1,青海河南蒙古族自治县,1999
1999-09-27,15:28:19,23.9,121,0,5,台湾南投,1999
1999-09-27,15:00:37,23.7,120.8,0,5,台湾南投,1999
1999-09-27,12:11:40,24.1,120.9,0,5,台湾南投东,1999
1999-09-27,12:03:28,23.8,121,0,5,台湾南投,1999
1999-09-26,07:52:45,23.9,121.1,0,7.1,台湾花莲、南投间,1999
1999-09-25,16:43:30,23.7,120.9,0,5.4,台湾南投,1999
1999-09-24,11:38:24,24.1,121,0,5,台湾花莲、南投间,1999
1999-09-23,20:45:16,42.4,84.5,0,5.1,新疆轮台,1999
1999-09-23,20:44:00,23.9,121.1,0,5.2,台湾花莲、南投间,1999
1999-09-23,08:46:00,24,120.6,0,5,台湾花莲、南投间,1999
1999-09-22,20:17:00,23.7,120.9,0,5.3,台湾花莲、南投间,1999
1999-09-22,11:10:14,23.6,120.4,15,6.1,台湾嘉义,1999
1999-09-22,10:19:00,23.7,120.9,0,5.1,台湾花莲、南投间,1999
1999-09-22,08:49:00,23.9,121,0,6.2,台湾花莲、南投间,1999
1999-09-22,08:14:00,24,121,0,6.7,台湾花莲、南投间,1999
1999-09-22,06:16:00,23.7,120.9,0,5,台湾花莲、南投间,1999
1999-09-22,04:51:50,24.2,122.6,0,5.1,台湾花莲,1999
1999-09-22,02:18:00,23.7,120.9,0,5.1,台湾花莲、南投间,1999
1999-09-22,01:38:00,23.7,120.9,0,5,台湾花莲、南投间,1999
1999-09-21,05:46:38,23.7,120.9,0,7,台湾花莲、南投间,1999
1999-09-21,02:16:00,23.7,120.9,0,6.7,台湾花莲、南投间,1999
1999-09-21,02:11:00,23.7,120.9,0,6.6,台湾花莲、南投间,1999
1999-09-21,02:03:00,23.7,120.9,0,6.8,台湾花莲、南投间,1999
1999-09-21,01:57:00,23.7,120.9,0,6.1,台湾花莲、南投间,1999
1999-09-21,01:47:14,23.7,121.1,0,7.6,台湾花莲、南投间,1999
1999-09-14,20:54:27,31.6,104.1,0,5,四川绵竹,1999
1999-09-10,22:18:20,22.6,121.8,0,5.2,台湾台东以东海中,1999
1999-08-20,18:02:20,9.1,-84.2,0,7.3,哥斯达黎加,1999
1999-08-20,01:14:53,23.9,114.5,0,4.6,广东河源,1999
1999-08-17,18:41:05,29.4,105.7,0,4.5,重庆荣昌,1999
1999-08-17,08:01:32,40.2,29.5,0,7.8,土耳其,1999
1999-08-14,02:36:20,48.3,128.3,0,4.6,黑龙江伊春,1999
1999-08-04,08:08:57,37.6,87.2,0,5.3,新疆且末,1999
1999-07-11,22:14:20,15.8,-88.2,33,7.1,危地马拉与洪都拉斯间,1999
1999-07-07,21:53:15,23.8,120.4,0,5.1,台湾彰化,1999
1999-07-01,12:22:06,32.7,92.5,0,5.1,西藏聂荣,1999
1999-06-17,23:08:35,42,81.8,0,5,新疆拜城,1999
1999-06-17,23:02:15,42,81.5,0,5.3,新疆拜城,1999
1999-06-06,01:15:13,21.7,117.8,0,5,南海,1999
1999-06-04,00:11:42,24.7,122.3,0,5.2,台湾宜兰以东海中,1999
1999-06-01,03:59:26,29,98.4,0,5,西藏碧土,1999
1999-05-30,04:10:36,32.6,93.4,0,5.6,青海杂多,1999
1999-05-16,08:50:59,-5.1,154.6,33,7,所罗门群岛,1999
1999-05-11,04:33:00,-5.1,151.8,33,7,巴布亚新几内亚,1999
1999-05-07,09:03:19,24.7,122.2,0,5.4,台湾苏澳东北海中,1999
1999-05-07,07:00:48,29.4,52,15,7,伊朗南部,1999
1999-04-08,21:10:35,43.4,130.3,540,7,吉林珲春与汪清间,1999
1999-04-05,19:08:03,-4.8,150.7,33,7.3,巴布亚新几内亚,1999
1999-04-04,21:53:08,25.6,121.9,0,5,台湾基隆,1999
1999-04-04,12:58:59,24.8,122.1,0,5,台湾宜兰东北,1999
1999-03-29,03:05:08,30.4,79.2,0,6.9,中国与印度交界,1999
1999-03-25,16:33:19,39.5,77.3,0,5.2,新疆家师,1999
1999-03-24,04:15:24,29.5,128.3,0,6,东海,1999
1999-03-20,18:47:48,51.4,-177.9,33,7,阿留申群岛,1999
1999-03-15,18:42:55,41.8,82.7,0,5.6,新疆拜城与库车间,1999
1999-03-11,21:18:02,41.2,114.6,15,5.6,河北张北,1999
1999-03-09,18:09:22,35.8,88.8,0,5.3,西藏可可西里山,1999
1999-03-08,20:25:48,52.2,158.2,0,7.3,堪察加,1999
1999-02-22,21:48:51,23.8,122.9,0,6.1,台湾花莲东南海中,1999
1999-02-07,05:47:49,-12.1,167,0,7.2,新赫布里底群岛,1999
1999-01-30,11:51:08,41.5,88.9,0,5.6,新疆托克逊,1999
1999-01-29,13:44:22,44.7,115.7,0,5.2,内蒙古锡林浩特旗,1999
1999-01-03,01:55:03,27.2,101,0,5,云南宁蒗,1999
