日期,时间,纬度,经度,深度,震级,位置,Year
2013-12-01,16:34:23,40.3,79,9,5.3,新疆维吾尔自治区阿克苏地区柯坪县,2013
2013-12-01,09:24:13,-7,128.4,30,6.4,班达海,2013
2013-11-29,20:13:50,28.2,99.5,9.7,4.6,云南省迪庆藏族自治州香格里拉县,2013
2013-11-29,09:54:46,28.9,95.9,6.8,4.7,西藏自治区林芝地区墨脱县,2013
2013-11-28,16:23:53,25.4,100.6,10,4.6,云南省大理白族自治州祥云县,2013
2013-11-25,14:27:09,-54.1,-55.1,20,6.8,南大西洋,2013
2013-11-25,13:56:50,45.6,151,40,6,千岛群岛,2013
2013-11-24,07:30:46,36.8,86.7,10,5.6,新疆维吾尔自治区巴音郭楞蒙古自治州且末县,2013
2013-11-23,17:42:07,42.5,75.7,9,5.2,吉尔吉斯斯坦,2013
2013-11-23,15:48:32,-17.1,-176.6,370,6.7,斐济群岛地区,2013
2013-11-23,13:44:10,37.1,120,6,4.6,山东省烟台市莱州市,2013
2013-11-23,06:32:29,44.6,124.1,8,5,吉林省松原市前郭尔罗斯蒙古族自治县,2013
2013-11-23,06:04:23,44.6,124.1,9,5.8,吉林省松原市前郭尔罗斯蒙古族自治县,2013
2013-11-22,16:18:51,44.7,124.1,8,5.3,吉林省松原市乾安县、前郭尔罗斯蒙古族自治县交界,2013
2013-11-20,02:57:29,46,130.6,9,4.7,黑龙江省佳木斯市桦南县、七台河市勃利县交界,2013
2013-11-19,21:32:52,2.7,128.5,50,6,印尼哈马黑拉岛附近海域,2013
2013-11-17,17:04:55,-60.3,-46.4,10,7.8,斯科舍海,2013
2013-11-17,03:22:17,35.5,77.2,7,4.5,中国、克什米尔地区交界,2013
2013-11-16,23:36:39,26.4,103,13,4.5,云南省昆明市东川区、曲靖市会泽县、四川省凉山彝族自治州会东县交界,2013
2013-11-16,11:34:32,-60.2,-47.1,10,6.9,斯科舍海,2013
2013-11-12,15:03:51,54.7,162.2,50,6.5,堪察加东海岸附近海域,2013
2013-11-06,12:16:19,26.5,93.6,40,5,中、印交界,2013
2013-11-03,15:02:11,35.7,88.2,8.3,4.7,西藏自治区那曲地区尼玛县,2013
2013-11-03,12:26:53,44.6,124.1,10,4.5,吉林省松原市前郭尔罗斯蒙古族自治县,2013
2013-11-03,02:53:46,-19.2,-172.6,10,6.4,汤加,2013
2013-11-01,07:03:57,-30.3,-71.7,10,6.6,智利附近海域,2013
2013-10-31,23:47:28,23.7,121.5,6,4.7,台湾花莲县,2013
2013-10-31,20:02:10,23.5,121.4,20,6.7,台湾花莲县,2013
2013-10-31,11:10:07,44.6,124.2,6,5,吉林省松原市前郭尔罗斯蒙古族自治县,2013
2013-10-31,11:03:34,44.6,124.2,8,5.5,吉林省松原市前郭尔罗斯蒙古族自治县,2013
2013-10-30,10:51:54,-35.4,-73,20,6,智利附近海域,2013
2013-10-30,04:17:51,43.3,130.9,539,5.3,吉林省延边朝鲜族自治州珲春市,2013
2013-10-27,03:32:27,39.7,118.3,8,3.3,河北省唐山市开平区、古冶区交界,2013
2013-10-26,01:10:16,37.2,144.7,20,7.1,日本本州东海岸附近海域,2013
2013-10-25,03:25:15,-58.2,-12.9,40,6.3,南桑威奇群岛以东海域,2013
2013-10-21,10:27:11,35.3,76.9,30,5.5,克什米尔地区,2013
2013-10-21,03:45:08,35.9,77.5,99.6,4.9,新疆维吾尔自治区喀什地区叶城县,2013
2013-10-20,01:54:57,26.3,-110.1,10,6.4,加利福尼亚湾,2013
2013-10-16,18:31:00,-6.5,154.9,40,6.8,所罗门群岛,2013
2013-10-15,08:12:36,9.8,124,40,7.1,菲律宾,2013
2013-10-12,21:11:53,35.5,23.3,50,6.5,希腊克里特岛,2013
2013-10-12,10:10:29,10.8,-62.3,70,6.1,委内瑞拉沿岸近海,2013
2013-10-12,05:24:59,-30.7,-178.4,160,6,克马德克群岛地区,2013
2013-10-04,11:01:13,32,104.5,21,4.5,四川省绵阳市北川羌族自治县、平武县交界,2013
2013-10-01,11:38:21,53.1,152.7,560,6.7,鄂霍次克海,2013
2013-09-30,13:55:52,-30.9,-178.2,30,6.6,克马德克群岛地区,2013
2013-09-28,15:34:08,27.3,65.6,20,7.2,巴基斯坦,2013
2013-09-26,00:42:43,-15.8,-74.6,30,7.3,秘鲁附近海域,2013
2013-09-24,19:29:49,27,65.5,40,7.8,巴基斯坦,2013
2013-09-20,20:24:41,22.8,95.5,20,5.7,缅甸,2013
2013-09-20,05:37:01,37.7,101.5,7,5.1,甘肃省张掖市肃南裕固族自治县、青海省海北藏族自治州门源回族自治县交界,2013
2013-09-17,06:43:38,39.5,100.7,6.3,4.9,内蒙古自治区阿拉善盟阿拉善右旗、甘肃省张掖市甘州区交界,2013
2013-09-16,00:21:37,51.6,-174.8,20,6,安德烈亚诺夫群岛,2013
2013-09-14,23:42:47,51.8,-174.8,10,5.8,安德烈亚诺夫群岛,2013
2013-09-07,08:13:29,14.7,-92.1,70,6.3,危地马拉,2013
2013-09-06,23:04:08,28.2,99.5,10,4.5,云南省迪庆藏族自治州香格里拉县、四川省甘孜藏族自治州得荣县交界地区,2013
2013-09-06,19:33:52,20.2,122.3,180,6,菲律宾群岛地区,2013
2013-09-05,12:01:36,15.2,-45.2,10,6,中大西洋海岭北部,2013
2013-09-04,14:16:51,51.4,-174.8,30,5.8,安德烈亚诺夫群岛,2013
2013-09-04,12:16:30,51.6,-174.8,30,5.8,安德烈亚诺夫群岛,2013
2013-09-04,10:32:32,51.6,-174.7,40,6.7,安德烈亚诺夫群岛,2013
2013-09-04,08:23:10,51.3,-130.4,20,6.1,夏洛特皇后群岛地区,2013
2013-09-04,08:18:24,30,138.9,400,6.6,日本本州以南附近海域,2013
2013-09-04,06:23:26,25.6,118.8,10,4.8,福建省莆田市仙游县、福州市永泰县交界,2013
2013-09-04,04:19:07,51.2,-130.4,10,6.2,夏洛特皇后群岛地区,2013
2013-09-03,22:32:34,28.2,99.5,10,4.5,云南省迪庆藏族自治州香格里拉县、四川省甘孜藏族自治州得荣县交界地区,2013
2013-09-02,10:51:14,42.2,133.6,440,5.7,俄罗斯东南沿岸附近海域,2013
2013-09-01,19:52:31,-7.5,128.4,130,6.7,班达海,2013
2013-08-31,14:38:37,51.3,-174.8,30,6,安德烈亚诺夫群岛,2013
2013-08-31,08:26:58,28.2,99.5,10,4.5,云南省迪庆藏族自治州香格里拉县、四川省甘孜藏族自治州得荣县交界地区,2013
2013-08-31,08:04:18,28.2,99.4,10,5.9,云南省迪庆藏族自治州香格里拉县、德钦县、四川省甘孜藏族自治州得荣县交界,2013
2013-08-31,00:25:03,51.7,-175.3,40,7,安德烈亚诺夫群岛,2013
2013-08-30,13:27:30,43.8,87.6,12,5.1,新疆维吾尔自治区乌鲁木齐市,2013
2013-08-28,20:57:41,42,85.8,2.8,4.5,新疆维吾尔自治区巴音郭楞蒙古自治州焉耆回族自治县、库尔勒市交界,2013
2013-08-28,10:54:40,-27.8,179.7,460,6,克马德克群岛地区,2013
2013-08-28,04:44:48,28.2,99.3,9,5.1,四川省甘孜藏族自治州得荣县、云南省迪庆藏族自治州德钦县、香格里拉县交界地区,2013
2013-08-26,22:35:54,33.1,94,9.8,4.5,青海省玉树藏族自治州杂多县,2013
2013-08-23,16:34:04,-22.3,-68.7,100,5.9,智利,2013
2013-08-21,20:38:32,17.2,-99.3,30,6.4,墨西哥,2013
2013-08-18,00:32:29,-34.9,54.1,10,6.2,西南印度洋海岭,2013
2013-08-16,10:31:10,-41.8,173.9,20,6.7,新西兰,2013
2013-08-13,23:43:14,5.8,-78.2,10,6.6,哥伦比亚以西海域,2013
2013-08-12,17:49:33,-5.4,-81.9,20,6.2,秘鲁北部沿岸近海,2013
2013-08-12,16:09:35,30.1,97.9,6.5,4.5,西藏自治区昌都地区左贡县,2013
2013-08-12,08:53:43,-7.4,130,100,6.2,印尼班达海,2013
2013-08-12,07:58:48,30.1,97.9,10,5.1,西藏自治区昌都地区左贡县,2013
2013-08-12,07:48:22,30.1,97.9,10,4.9,西藏自治区昌都地区左贡县,2013
2013-08-12,05:23:40,30,98,10,6.1,西藏自治区昌都地区左贡县、芒康县交界,2013
2013-08-08,02:51:45,31.7,103.5,10,4.5,四川省阿坝藏族羌族自治州汶川县、茂县、理县交界,2013
2013-08-07,00:46:18,-16.9,167.3,10,5.9,瓦努阿图,2013
2013-08-07,00:13:57,31.7,86.4,7,4.6,西藏自治区那曲地区尼玛县,2013
2013-08-06,23:31:32,31.4,86.6,10,5.2,西藏自治区那曲地区尼玛县,2013
2013-08-04,23:56:34,46.9,145.3,370,5.9,鄂霍次克海,2013
2013-08-04,11:28:49,38.1,141.8,60,5.5,日本本州东海岸附近海域,2013
2013-08-03,07:06:55,44,83.1,9.7,4.6,新疆维吾尔自治区伊犁哈萨克自治州尼勒克县,2013
2013-08-02,04:01:40,-15.2,-173.5,30,6.1,汤加,2013
2013-07-27,05:33:01,-57.9,-24.3,10,6.4,南桑威奇群岛地区,2013
2013-07-27,00:25:03,33,104.9,6,4.5,甘肃省陇南市文县,2013
2013-07-25,07:43:48,38.5,73.6,134.5,4.5,塔吉克斯坦,2013
2013-07-24,23:32:14,24,121.6,7,4.6,台湾花莲县,2013
2013-07-24,22:47:05,23.9,121.6,6,4.5,台湾花莲县,2013
2013-07-24,11:32:31,-23,-177.1,120,5.7,斐济群岛以南地区,2013
2013-07-22,15:01:42,-46,34.8,30,6.1,爱德华王子群岛地区,2013
2013-07-22,09:12:34,34.6,104.2,14,5.6,甘肃省定西市岷县、漳县交界,2013
2013-07-22,07:45:55,34.5,104.2,20,6.6,甘肃省定西市岷县、漳县交界,2013
2013-07-21,13:09:30,-41.7,174.5,10,6.8,新西兰南岛附近海域,2013
2013-07-18,22:07:48,30.2,108.2,7,4.5,重庆市石柱土家族自治县,2013
2013-07-17,10:37:42,-15.6,-71.7,30,6,秘鲁,2013
2013-07-16,18:11:35,24.2,121.5,8,5,台湾花莲县,2013
2013-07-15,22:03:44,-60.8,-25.2,20,7.1,南桑威奇群岛地区,2013
2013-07-15,21:41:40,23.9,122.7,8,4.7,台湾花莲县附近海域,2013
2013-07-09,21:49:16,32.4,78.4,8.8,4.8,克什米尔地区,2013
2013-07-08,04:30:06,-6,149.8,60,6.7,新不列颠岛,2013
2013-07-08,02:35:30,-3.9,153.9,380,7.2,新爱尔兰地区,2013
2013-07-06,13:05:09,-3.2,100.6,20,6.4,苏门答腊南部,2013
2013-07-05,01:16:00,-7,155.6,40,6,所罗门群岛,2013
2013-07-02,15:37:02,4.7,96.7,10,6.2,苏门答腊北部,2013
2013-07-02,08:28:37,33.2,92.7,20,4.5,青海省海西蒙古族藏族自治州格尔木市、玉树藏族自治州杂多县交界,2013
2013-06-30,12:59:30,39.2,73.4,9.5,5,中、塔交界,2013
2013-06-29,07:51:52,24,122.3,8,5.6,台湾花莲县附近海域,2013
2013-06-25,06:04:13,10.7,-42.6,10,6.5,中大西洋海岭北部,2013
2013-06-20,17:05:12,49.8,125.2,6,5,内蒙古自治区呼伦贝尔市莫力达瓦达斡尔族自治旗、黑龙江省黑河市嫩江县交界,2013
2013-06-16,01:34:29,11.7,-86.9,50,6.3,尼加拉瓜附近海域,2013
2013-06-16,00:11:02,34.4,24.9,20,6,希腊克里特岛,2013
2013-06-14,00:47:23,-10,107.2,20,6.5,爪哇以南地区,2013
2013-06-08,00:38:03,24,122.7,40,5.9,台湾花莲县附近海域,2013
2013-06-05,12:47:26,-11.4,166.3,60,6,圣克鲁斯群岛,2013
2013-06-05,08:43:36,37.6,95.9,4.1,5,青海省海西蒙古族藏族自治州,2013
2013-06-02,13:43:03,23.9,120.9,9,6.7,台湾南投县,2013
2013-05-26,14:08:16,40,67.4,30,6.2,乌兹别克斯坦,2013
2013-05-24,22:56:29,52.2,151.6,630,6.8,鄂霍次克海,2013
2013-05-24,13:44:49,54.9,153.3,600,8.2,鄂霍次克海,2013
2013-05-24,05:07:40,-20.5,-175.7,100,6.6,汤加以西海域,2013
2013-05-24,01:19:00,-23,-177.1,150,7.6,汤加以南海域,2013
2013-05-21,13:43:21,52.3,160,30,6.2,堪察加东海岸附近海域,2013
2013-05-21,12:25:45,24.3,121.8,7,4.6,台湾花莲县附近海域,2013
2013-05-21,11:08:22,52.4,160,20,6.1,堪察加东海岸附近海域,2013
2013-05-21,11:05:50,52.3,160.4,10,6,堪察加东海岸附近海域,2013
2013-05-21,09:55:05,52.5,160.5,30,6.5,堪察加东海岸附近海域,2013
2013-05-20,02:44:11,52.3,160.1,20,6.2,堪察加东海岸附近海域,2013
2013-05-18,13:48:00,37.7,141.6,40,5.9,日本本州东海岸附近海域,2013
2013-05-18,06:02:23,37.7,124.7,8.4,5.1,黄海海域,2013
2013-05-16,11:39:48,31.6,86.5,9.5,4.6,西藏自治区那曲地区尼玛县,2013
2013-05-16,11:34:17,31.6,86.5,10,5,西藏自治区那曲地区尼玛县,2013
2013-05-15,20:29:10,32.5,105.2,15,4.5,四川省广元市青川县,2013
2013-05-15,18:54:30,31.6,86.5,10,5.2,西藏自治区那曲地区尼玛县,2013
2013-05-15,13:02:24,38.8,88,8.2,4.6,新疆维吾尔自治区巴音郭楞蒙古自治州若羌县,2013
2013-05-14,12:39:26,49.2,122.7,5.9,4.6,内蒙古自治区呼伦贝尔市鄂伦春自治旗,2013
2013-05-14,08:32:25,18.8,145.3,590,6.9,马里亚纳群岛,2013
2013-05-12,04:46:58,-17.9,-175.1,200,6.5,汤加,2013
2013-05-11,10:08:14,26.8,57.8,50,6.4,伊朗,2013
2013-05-07,04:18:00,20.7,99.9,20,4.8,缅甸,2013
2013-04-26,14:53:29,-28.7,-178.9,310,6,克马德克群岛地区,2013
2013-04-25,06:10:30,28.4,104.9,4,4.8,四川省宜宾市长宁县、珙县、兴文县交界,2013
2013-04-24,07:14:42,-3.8,152.2,20,6.3,新爱尔兰地区,2013
2013-04-23,05:54:49,30.4,103,19,4.5,四川省雅安市芦山县,2013
2013-04-22,17:11:53,42.9,122.4,6,5.3,内蒙古自治区通辽市科尔沁左翼后旗、辽宁省阜新市彰武县交界,2013
2013-04-22,09:16:37,18.2,-101.9,60,6,墨西哥,2013
2013-04-21,17:05:22,30.3,103,17,5.4,四川省雅安市芦山县、成都市邛崃市交界,2013
2013-04-21,11:59:37,30.2,103,17,4.9,四川省雅安市芦山县,2013
2013-04-21,11:22:15,29.9,138.9,420,6.2,日本本州以南附近海域,2013
2013-04-21,07:21:27,35.2,124.6,10,5,黄海海域,2013
2013-04-21,04:53:44,30.3,103,16,5,四川省雅安市芦山县、成都市邛崃市交界,2013
2013-04-20,21:12:51,50.1,157.3,50,6.3,千岛群岛,2013
2013-04-20,19:12:49,30.3,103,17,4.5,四川省雅安市芦山县、宝兴县交界,2013
2013-04-20,12:51:12,-6.2,130.3,80,5.9,班达海,2013
2013-04-20,11:34:17,30.1,102.9,11,5.3,四川省雅安市天全县、芦山县交界,2013
2013-04-20,10:38:34,30.2,102.9,17,4.6,四川省雅安市芦山县,2013
2013-04-20,09:39:34,30.1,102.9,17,4.5,四川省雅安市芦山县、天全县交界,2013
2013-04-20,09:37:28,30.3,102.9,15,4.9,四川省雅安市芦山县,2013
2013-04-20,09:20:09,30.2,102.9,19,4.6,四川省雅安市芦山县、宝兴县、天全县交界,2013
2013-04-20,09:02:57,30.3,102.9,15,4.6,四川省雅安市宝兴县、芦山县交界,2013
2013-04-20,08:07:32,30.3,102.9,10,5.1,四川省雅安市芦山县、宝兴县交界,2013
2013-04-20,08:06:38,30.2,102.9,10,4.8,四川省雅安市芦山县、宝兴县、天全县交界,2013
2013-04-20,08:02:46,30.3,103,13,7,四川省雅安市芦山县,2013
2013-04-20,03:58:42,49.9,157.6,20,6.2,千岛群岛,2013
2013-04-20,01:51:41,-11.9,121.6,10,6,帝汶岛附近海域,2013
2013-04-19,11:05:53,46.2,150.9,100,7,千岛群岛,2013
2013-04-17,20:03:32,38.5,141.5,50,5.7,日本本州东海岸,2013
2013-04-17,09:45:54,25.9,99.8,11,5,云南省大理白族自治州洱源县、漾濞彝族自治县交界,2013
2013-04-17,06:55:25,-3.1,142.6,20,6.7,巴布亚新几内亚,2013
2013-04-16,18:44:13,28.1,62.1,75,7.7,伊朗、巴基斯坦交界地区,2013
2013-04-16,16:34:12,28.9,95.2,6.3,4.8,西藏自治区林芝地区墨脱县,2013
2013-04-14,09:32:26,-6.5,154.6,60,6.6,巴布亚新几内亚,2013
2013-04-14,06:49:50,-19.1,169.6,270,5.8,瓦努阿图,2013
2013-04-13,04:33:16,34.4,134.8,10,6,日本本州岛,2013
2013-04-11,04:20:30,21,122.1,20,6,菲律宾群岛地区,2013
2013-04-09,19:52:52,28.5,51.6,20,6.3,伊朗,2013
2013-04-06,12:42:37,-3.5,138.5,70,7,印度尼西亚,2013
2013-04-06,08:29:54,42.8,131.1,570,5.8,中、俄交界,2013
2013-04-05,21:00:03,42.8,131.1,570,6.5,中、俄交界,2013
2013-04-02,02:53:16,39.6,143.2,10,6.2,日本本州东海岸附近海域,2013
2013-03-31,04:04:51,23,96.5,63,5.6,缅甸,2013
2013-03-29,13:01:10,43.4,86.8,13,5.6,新疆维吾尔自治区昌吉回族自治州昌吉市、乌鲁木齐市乌鲁木齐县交界,2013
2013-03-27,10:03:19,24,121,8,6.5,台湾南投县,2013
2013-03-26,07:02:14,14.6,-90.4,200,6.1,危地马拉,2013
2013-03-24,12:18:33,50.7,160.1,10,6,堪察加东海岸附近海域,2013
2013-03-19,11:28:58,-58.9,-24.5,40,6.1,南桑威奇群岛地区,2013
2013-03-13,11:12:53,60.2,163.3,10,6,俄罗斯,2013
2013-03-11,11:01:37,40.2,77.5,8,5.2,新疆维吾尔自治区克孜勒苏柯尔克孜自治州阿图什市,2013
2013-03-11,06:51:56,-6.8,148.3,80,6.7,新不列颠地区,2013
2013-03-09,20:23:57,31.4,103.5,14,4.5,四川省阿坝藏族羌族自治州汶川县,2013
2013-03-07,11:36:47,24.3,121.5,6,5.7,台湾花莲县,2013
2013-03-03,13:41:15,25.9,99.7,9,5.5,云南省大理白族自治州洱源县,2013
2013-03-01,21:20:51,50.9,157.5,40,6.6,堪察加东海岸附近海域,2013
2013-03-01,20:53:52,50.9,157.5,40,6.4,堪察加东海岸附近海域,2013
2013-02-28,22:05:49,50.8,157.5,40,6.6,堪察加东海岸附近海域,2013
2013-02-28,11:09:43,-17.7,167.4,20,6,瓦努阿图,2013
2013-02-25,15:23:57,36.9,139.4,10,6,日本本州岛,2013
2013-02-25,13:11:11,34.4,85.7,9,5.4,西藏自治区阿里地区改则县,2013
2013-02-22,11:34:12,23.9,114.5,11,4.8,广东省河源市东源县,2013
2013-02-20,13:01:58,23.3,101.6,5,4.8,云南省普洱市墨江哈尼族自治县,2013
2013-02-20,03:21:15,23.8,107.4,7,4.5,广西壮族自治区百色市平果县、田东县交界,2013
2013-02-19,22:17:42,31.2,105.2,19,4.7,四川省绵阳市三台县、盐亭县交界,2013
2013-02-19,15:55:30,28.3,104.9,15,4.5,四川省宜宾市兴文县、珙县、长宁县交界,2013
2013-02-19,10:46:58,27.1,103,6,4.9,云南省昭通市巧家县、四川省凉山彝族自治州宁南县交界,2013
2013-02-19,05:24:11,40.1,77.8,11.9,4.6,新疆维吾尔自治区克孜勒苏柯尔克孜自治州阿图什市,2013
2013-02-18,21:00:28,40.2,77.8,9.7,4.6,新疆维吾尔自治区克孜勒苏柯尔克孜自治州阿图什市,2013
2013-02-16,13:16:17,-36.1,178,180,6.1,新西兰北岛远海海域,2013
2013-02-16,12:37:37,5.7,125.7,100,6,棉兰老岛,2013
2013-02-14,21:13:56,67.6,142.6,10,7.3,俄罗斯,2013
2013-02-12,10:57:52,41.3,129,0,4.9,朝鲜（疑爆）,2013
2013-02-12,03:13:03,38.5,92.4,10,5.1,青海省海西蒙古族藏族自治州,2013
2013-02-11,02:39:36,-10.9,165.5,30,6.1,圣克鲁斯群岛,2013
2013-02-10,05:02:23,-10.9,165.8,30,6.7,圣克鲁斯群岛,2013
2013-02-09,22:16:05,1.1,-77.4,130,7,哥伦比亚,2013
2013-02-09,13:32:08,-10.9,166,20,5.7,圣克鲁斯群岛,2013
2013-02-08,23:26:39,-11,166,30,7.2,圣克鲁斯群岛,2013
2013-02-08,19:12:12,-10.9,165.8,20,7.2,圣克鲁斯群岛,2013
2013-02-08,02:59:14,-11,165.7,10,6.8,圣克鲁斯群岛,2013
2013-02-07,16:03:37,-11,164.7,10,6,圣克鲁斯群岛,2013
2013-02-07,08:30:13,-11.7,164.9,10,6,圣克鲁斯群岛,2013
2013-02-06,21:54:54,-10.7,166.5,10,5.8,圣克鲁斯群岛,2013
2013-02-06,20:44:29,-11.5,165.6,10,5.8,圣克鲁斯群岛,2013
2013-02-06,19:53:53,-11.2,165.7,10,6,圣克鲁斯群岛,2013
2013-02-06,14:53:27,-10.6,164.9,10,6.1,圣克鲁斯群岛,2013
2013-02-06,14:35:20,-10.7,164.5,10,6.2,圣克鲁斯群岛,2013
2013-02-06,09:54:14,-10.5,165.7,10,7.3,圣克鲁斯群岛,2013
2013-02-06,09:23:20,-11.2,165,10,7.6,圣克鲁斯群岛,2013
2013-02-06,09:12:25,-10.8,165,10,7.5,圣克鲁斯群岛,2013
2013-02-06,08:07:22,-10.9,165.2,10,6.2,圣克鲁斯群岛附近海域,2013
2013-02-04,21:35:27,37.7,82.4,9,4.5,新疆维吾尔自治区和田地区于田县、民丰县交界,2013
2013-02-04,20:04:52,32.9,94.7,6.5,4.7,青海省玉树藏族自治州杂多县,2013
2013-02-02,22:17:34,42.7,143.3,120,6.4,日本北海道地区,2013
2013-02-02,11:39:50,23.9,122,8,4.8,台湾花莲县附近海域,2013
2013-02-02,06:16:36,-11,165.4,20,6.5,圣克鲁斯群岛,2013
2013-01-31,17:53:45,55.5,-134.7,10,6,阿拉斯加东南部附近海域,2013
2013-01-31,11:33:49,-10.7,166.4,50,6.2,圣克鲁斯群岛,2013
2013-01-31,07:03:46,-10.5,166.5,20,6,圣克鲁斯群岛,2013
2013-01-31,04:15:43,-28.1,-70.8,30,6.7,智利,2013
2013-01-30,17:27:03,32.9,94.7,20,5.1,青海省玉树藏族自治州杂多县,2013
2013-01-29,00:38:55,42.6,79.7,20,6.1,哈萨克斯坦,2013
2013-01-27,17:59:27,-16.1,-173.2,20,6,汤加,2013
2013-01-24,15:35:36,49.8,87.7,7.5,5.6,俄罗斯,2013
2013-01-23,12:18:16,41.5,123.2,7,5.1,辽宁省辽阳市灯塔市、沈阳市苏家屯区交界,2013
2013-01-22,06:22:54,4.9,96,30,6,苏门答腊北部,2013
2013-01-20,18:48:47,64.8,146.5,20,6,俄罗斯,2013
2013-01-18,20:42:49,31,99.4,15,5.4,四川省甘孜藏族自治州白玉县,2013
2013-01-17,16:30:42,24.5,122.1,9,4.7,台湾宜兰县附近海域,2013
2013-01-11,07:55:02,39.6,118.8,10,3,河北省唐山市滦南县、滦县交界,2013
2013-01-07,14:49:06,24.5,122.9,51,4.8,先岛群岛海域,2013
2013-01-05,16:58:21,55.3,-134.7,10,7.8,阿拉斯加东南部海域,2013
2013-01-02,20:01:46,23.9,121.8,8,4.6,台湾花莲县附近海域,2013
2012-12-31,00:03:25,23.5,120.9,10,4.8,台湾南投县、嘉义县、高雄县交界,2012
2012-12-26,21:59:44,22.7,96,10,4.9,缅甸,2012
2012-12-22,06:28:09,-14.4,167.3,210,6.9,瓦努阿图群岛,2012
2012-12-16,18:29:30,40,78,7.5,4.7,新疆维吾尔自治区克孜勒苏柯尔克孜自治州阿图什市、喀什地区巴楚县交界,2012
2012-12-16,03:30:01,-4.7,152.9,50,6,新不列颠岛地区,2012
2012-12-15,12:49:32,52.3,173.9,30,6,尼尔群岛,2012
2012-12-14,18:36:02,31.2,-119.5,10,6.3,下加利福尼亚西海岸附近海域,2012
2012-12-11,00:53:08,-6.5,129.8,160,7,班达海,2012
2012-12-07,22:08:43,38.7,88,9,5.1,新疆维吾尔自治区巴音郭楞蒙古自治州若羌县,2012
2012-12-07,16:18:22,37.8,144.2,20,7.4,日本本州东海岸附近海域,2012
2012-11-26,13:33:50,40.4,90.5,8,5.5,新疆维吾尔自治区巴音郭楞蒙古自治州若羌县,2012
2012-11-20,16:14:00,41.5,115.3,11,3.2,河北省张家口市张北县、沽源县交界,2012
2012-11-20,10:24:23,38.4,106.3,6,4.5,宁夏回族自治区银川市永宁县、银川市市辖区交界,2012
2012-11-11,09:12:40,22.8,96,20,7,缅甸,2012
2012-11-08,00:35:49,14.1,-92,30,7.3,危地马拉附近海域,2012
2012-10-28,11:04:09,52.8,-131.9,20,7.7,夏洛特皇后群岛地区,2012
2012-10-01,00:31:32,2,-76.3,160,7.4,哥伦比亚,2012
2012-09-07,12:16:29,27.6,104,10,5.6,云南省昭通市彝良县,2012
2012-09-07,11:19:40,27.5,104,14,5.7,云南省昭通市彝良县、贵州省毕节市威宁彝族回族苗族自治县交界,2012
2012-09-05,22:42:09,10,-85.5,20,7.9,哥斯达黎加,2012
2012-08-31,20:47:33,10.8,126.8,30,7.6,菲律宾群岛附近海域,2012
2012-08-31,13:52:12,23.8,114.7,11,4.2,广东省河源市源城区、东源县交界,2012
2012-08-27,12:37:22,12.3,-88.6,50,7.2,萨尔瓦多附近海域,2012
2012-08-26,07:13:35,39.6,117.4,7,3.3,天津市宝坻区,2012
2012-08-14,10:59:37,49.6,145.4,600,7.2,鄂霍次克海,2012
2012-08-12,18:47:12,35.9,82.5,30,6.2,新疆维吾尔自治区和田地区于田县,2012
2012-08-11,17:34:21,40,78.2,9,5.2,新疆维吾尔自治区克孜勒苏柯尔克孜自治州阿图什市,2012
2012-07-20,20:11:50,33,119.6,5,4.9,江苏省扬州市高邮市、宝应县交界,2012
2012-06-30,05:07:31,43.4,84.8,7,6.6,新疆维吾尔自治区伊犁哈萨克自治州新源县、巴音郭楞蒙古自治州和静县交界,2012
2012-06-24,15:59:35,27.7,100.7,11,5.7,云南省丽江市宁蒗彝族自治县、四川省凉山彝族自治州盐源县交界,2012
2012-06-18,13:11:30,48,131,4,4.8,中俄交界,2012
2012-06-18,03:05:14,39.6,117.6,9,4,天津市宝坻区、河北省唐山市玉田县交界,2012
2012-06-15,05:51:29,42.2,84.2,20,5.4,新疆维吾尔自治区巴音郭楞蒙古自治州轮台县,2012
2012-06-15,00:15:13,23.7,121.6,9,5.3,台湾花莲县附近海域,2012
2012-06-10,05:00:15,24.5,122.3,50,5.9,台湾宜兰县附近海域,2012
2012-06-06,09:08:33,22.4,121.4,20,5.6,台湾台东县附近海域,2012
2012-06-01,20:32:24,39.9,75.1,7,5,新疆维吾尔自治区克孜勒苏柯尔克孜自治州乌恰县,2012
2012-05-29,05:00:41,39.8,118.5,6,3.2,河北省唐山市市辖区、滦县交界,2012
2012-05-28,10:22:52,39.7,118.5,8,4.8,河北省唐山市市辖区、滦县交界,2012
2012-05-03,18:19:35,40.6,98.6,8,5.4,甘肃省酒泉市金塔县、内蒙古自治区阿拉善盟额济纳旗交界,2012
2012-04-17,15:13:50,-5.5,147.1,200,7,巴布亚新几内亚东部附近海域,2012
2012-04-12,06:55:16,18.4,-102.7,60,7,墨西哥,2012
2012-04-11,18:43:12,0.8,92.4,20,8.2,苏门答腊北部附近海域,2012
2012-04-11,16:38:36,2.3,93.1,20,8.6,苏门答腊北部附近海域,2012
2012-04-09,05:43:30,24.1,122.3,8,5.5,台湾花莲县附近海域,2012
2012-03-26,06:37:07,-35.1,-71.9,30,7.1,智利中部,2012
2012-03-21,02:02:49,16.7,-98.2,20,7.6,墨西哥,2012
2012-03-09,06:50:09,39.4,81.3,30,6,新疆维吾尔自治区和田地区洛浦县,2012
